512,318.134
512,322.157
512,303.201
512,314.549
512,317.423
1024,5129.82
1024,5235.249
1024,4475.841
1024,5950.359
1024,5046.024
2048,116403.549
2048,119419.673
2048,115330.37
2048,117596.874
2048,110094.93
4096,1026707.541
4096,1050606.679
4096,1008025.271
4096,1017527.833
4096,1005096.344
8192,8968065.947
8192,8983156.867
8192,9011789.209
